CODE CLIENT,TOTAL_MONTANT_TTC,NB_FACTURES,MONTANT_MOY_FACTURE,MONTANT_MAX_FACTURE,NATURE_CLIENT,GOUVERNORAT,FREQUENCE_ACHAT,ANCIENNETE_CLIENT,JOURS_DEPUIS_DERNIER_ACHAT,TOTAL_MONTANT_REG,NB_REGLEMENTS,MONTANT_MOY_REG,NB_RETARDS,NB_MODES_PAIEMENT,RETARD_STD,RETARD_PONDERE,RATIO_PAIEMENT,PART_CA_CLIENT,SOLVABLE,NATURE_CLIENT_LABEL,GOUVERNORAT_LABEL
CNHT050019,20912.444,7.0,2987.4919999999997,3776.499,CHALLENGERC,Nabeul,99.0,594.0,162.0,24547.838,15.0,1636.5225333333333,0.0,2.0,14.362915210128246,-47.24125273272537,1.1738,0.000267,1,CHALLENGERC,Nabeul
CNHT050020,8476.419999999998,4.0,2119.1049999999996,2436.102,CHALLENGERD,Nabeul,75.66666666666667,227.0,241.0,12422.416,10.0,1242.2415999999998,0.0,3.0,28.86936092122581,-33.86318675851783,1.4655,0.000108,1,CHALLENGERD,Nabeul
CNHT050021,3464.728,1.0,3464.728,3464.728,OUTSIDER,Nabeul,0.0,0.0,461.0,3464.728,2.0,1732.364,0.0,1.0,0.0,-62.0,1.0,4.4e-05,1,OUTSIDER,Nabeul
CNHT050022,3078.115,3.0,1026.0383333333332,1539.057,OUTSIDER,Nabeul,6.0,12.0,729.0,1539.057,2.0,769.5285,0.0,1.0,0.0,0.0,0.5,3.9e-05,1,OUTSIDER,Nabeul
CNHT050023,5321.713,3.0,1773.9043333333332,2261.913,OUTSIDER,Nabeul,205.5,411.0,176.0,5321.713,6.0,886.9521666666666,0.0,3.0,23.449709782615408,-63.41961770580262,1.0,6.8e-05,1,OUTSIDER,Nabeul
CNHT050025,4821.03,2.0,2410.515,2411.515,CHALLENGERC,Nabeul,13.0,13.0,711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1e-05,1,CHALLENGERC,Nabeul
CNHT050026,4551.158,1.0,4551.158,4551.158,OUTSIDER,Nabeul,0.0,0.0,724.0,4551.157999999999,2.0,2275.5789999999997,0.0,1.0,0.0,-58.00000000000001,1.0,5.8e-05,1,OUTSIDER,Nabeul
CNHT050027,133862.775,31.0,4318.154032258064,7312.843,CHALLENGERB,Nabeul,25.033333333333335,751.0,13.0,131055.32400000001,59.0,2221.276677966102,1.0,3.0,17.100661808844954,-39.009035878618704,0.979,0.001706,1,CHALLENGERB,Nabeul
CNHT050028,63415.548,17.0,3730.3263529411765,6523.308,CHALLENGERD,Nabeul,45.125,722.0,19.0,58126.554,28.0,2075.948357142857,0.0,4.0,15.476570508154499,-43.516841321782124,0.9166,0.000808,1,CHALLENGERD,Nabeul
CNHT050029,17279.639,4.0,4319.90975,6227.873,CHALLENGERB,Nabeul,77.0,231.0,525.0,17279.639,8.0,2159.954875,0.0,1.0,0.82915619758885,-60.407712973633295,1.0,0.00022,1,CHALLENGERB,Nabeul
CNHT050030,123860.71800000001,26.0,4763.8737692307695,12119.439,CHALLENGERB,Nabeul,29.166666666666668,700.0,29.0,119577.76884,41.0,2916.5309473170732,0.0,4.0,21.158448724074272,-49.698370156009005,0.9654,0.001579,1,CHALLENGERB,Nabeul
CNHT050031,69004.434,12.0,5750.3695,11110.764,CHALLENGERC,Nabeul,62.8,628.0,101.0,68644.864,24.0,2860.2026666666666,0.0,3.0,12.778494847029346,-57.42574547164956,0.9948,0.000879,1,CHALLENGERC,Nabeul
CNHT050032,49158.928,12.0,4096.577333333334,8331.951,CHALLENGERD,Nabeul,59.09090909090909,650.0,91.0,92470.561,29.0,3188.640034482759,0.0,3.0,30.188389859066618,-27.575858202049837,1.8811,0.000627,1,CHALLENGERD,Nabeul
CNHT050035,66218.56,13.0,5093.735384615385,11104.449,CHALLENGERC,Nabeul,74.2,742.0,19.0,66218.55900000001,29.0,2283.3985862068967,0.0,3.0,12.73772753417341,-59.062512384179186,1.0,0.000844,1,CHALLENGERC,Nabeul
CNHT050036,18850.563000000002,9.0,2094.507,3010.001,CHALLENGERD,Nabeul,73.375,587.0,154.0,18850.563,18.0,1047.2534999999998,0.0,4.0,29.238483012784517,-23.161120864135466,1.0,0.00024,1,CHALLENGERD,Nabeul
CNHT050037,11323.607,6.0,1887.2678333333333,3004.169,OUTSIDER,Nabeul,107.2,536.0,225.0,10546.499,8.0,1318.312375,0.0,3.0,25.15918072990454,-41.834255329659634,0.9314,0.000144,1,OUTSIDER,Nabeul
CNHT050039,43846.376000000004,6.0,7307.729333333334,17146.883,CHALLENGERD,Nabeul,48.0,240.0,312.0,42064.052,8.0,5258.0065,0.0,2.0,0.0,0.0,0.9594,0.000559,1,CHALLENGERD,Nabeul
CNHT050040,12457.104,4.0,3114.276,4442.374,CHALLENGERC,Nabeul,78.0,156.0,608.0,12457.104,4.0,3114.276,0.0,1.0,0.0,0.0,1.0,0.000159,1,CHALLENGERC,Nabeul
CNHT050041,3363.589,2.0,1681.7945,1898.526,OUTSIDER,Nabeul,161.0,161.0,307.0,3363.589,4.0,840.89725,0.0,1.0,0.0,0.0,1.0,4.3e-05,1,OUTSIDER,Nabeul
CNHT050042,10771.241999999998,2.0,5385.620999999999,6576.525,PREMIUM,Nabeul,0.0,0.0,724.0,10771.242,4.0,2692.8105,0.0,1.0,2.5,-36.05281647186089,1.0,0.000137,1,PREMIUM,Nabeul
CNHT050044,15838.677,4.0,3959.66925,5616.128,CHALLENGERD,Nabeul,179.66666666666666,539.0,162.0,15838.677,8.0,1979.834625,0.0,2.0,11.5,-41.88320021931125,1.0,0.000202,1,CHALLENGERD,Nabeul
CNHT050046,106419.836,23.0,4626.949391304348,10373.99,PREMIUM,Nabeul,32.40909090909091,713.0,48.0,95371.379,42.0,2270.747119047619,0.0,3.0,20.477574704042404,-15.116016955149613,0.8962,0.001356,1,PREMIUM,Nabeul
CNHT050047,2053.641,1.0,2053.641,2053.641,OUTSIDER,Nabeul,0.0,0.0,484.0,2053.641,2.0,1026.8205,0.0,1.0,0.0,-60.99999999999999,1.0,2.6e-05,1,OUTSIDER,Nabeul
CNHT050048,48957.187,46.0,1064.2866739130434,3342.843,CHALLENGERC,Nabeul,45.57142857142857,638.0,103.0,35732.483,45.0,794.0551777777778,0.0,1.0,0.0,0.0,0.7299,0.000624,1,CHALLENGERC,Nabeul
CNHT050049,24226.166999999998,10.0,2422.6166999999996,4584.427,OUTSIDER,Nabeul,80.22222222222223,722.0,19.0,20809.333,19.0,1095.228052631579,1.0,2.0,22.0840750585379,-33.65815982665086,0.859,0.000309,1,OUTSIDER,Nabeul
CNHT050051,16903.544,5.0,3380.7088000000003,7120.277,OUTSIDER,Nabeul,130.0,520.0,96.0,13604.047999999999,8.0,1700.5059999999999,0.0,2.0,3.5355339059327378,-59.93461946032535,0.8048,0.000215,1,OUTSIDER,Nabeul
CNHT050052,20630.578,3.0,6876.859333333334,9381.467,CHALLENGERB,Nabeul,53.0,106.0,560.0,24779.607,9.0,2753.2896666666666,0.0,1.0,0.0,0.0,1.2011,0.000263,1,CHALLENGERB,Nabeul
CNHT050053,166520.578,21.0,7929.551333333334,20055.175,PREMIUM,Nabeul,37.6875,603.0,126.0,123898.364,20.0,6194.9182,0.0,2.0,8.459314393022641,-60.405636413407365,0.744,0.002122,1,PREMIUM,Nabeul
CNHT050054,66126.348,6.0,11021.057999999999,15787.17,CHALLENGERC,Nabeul,136.8,684.0,8.0,50339.178,12.0,4194.9315,0.0,2.0,7.878857080115676,-60.74383348095196,0.7613,0.000843,1,CHALLENGERC,Nabeul
CNHT050055,160087.332,46.0,3480.1593913043475,9428.464,PREMIUM,Nabeul,18.24390243902439,748.0,13.0,156695.891,82.0,1910.9255,2.0,5.0,7.200617991853505,-1.2538615131905404,0.9788,0.00204,1,PREMIUM,Nabeul
CNHT050056,30289.489999999998,11.0,2753.5899999999997,3800.054,CHALLENGERD,Nabeul,72.7,727.0,8.0,31388.498,21.0,1494.690380952381,0.0,3.0,24.385602235169053,-31.661119432984663,1.0363,0.000386,1,CHALLENGERD,Nabeul
CNHT050058,550127.941,47.0,11704.849808510638,33482.688,CHALLENGERA,Nabeul,16.644444444444446,749.0,7.0,511067.685,73.0,7000.927191780822,7.0,3.0,20.4194061769865,-29.639583058357527,0.929,0.007011,1,CHALLENGERA,Nabeul
CNHT050059,23893.993000000002,8.0,2986.7491250000003,7964.002,CHALLENGERC,Nabeul,95.0,665.0,96.0,23893.993,16.0,1493.3745625,0.0,2.0,12.893796958227627,-40.892885044370765,1.0,0.000305,1,CHALLENGERC,Nabeul
CNHT050060,19535.881,11.0,1775.989181818182,6955.509,CHALLENGERD,Nabeul,79.875,639.0,85.0,18882.001,13.0,1452.4616153846155,0.0,2.0,21.881336782936366,-31.375326163789524,0.9665,0.000249,1,CHALLENGERD,Nabeul
CNHT050061,29264.071,8.0,3658.008875,7067.888,CHALLENGERD,Nabeul,70.0,490.0,234.0,42106.385,18.0,2339.243611111111,0.0,5.0,30.391681772940014,-33.55149699980181,1.4388,0.000373,1,CHALLENGERD,Nabeul
CNHT050063,14527.988,6.0,2421.331333333333,4273.938,OUTSIDER,Nabeul,85.25,341.0,423.0,18759.186999999998,11.0,1705.380636363636,0.0,2.0,25.45584412271571,-15.036894082883228,1.2912,0.000185,1,OUTSIDER,Nabeul
CNHT050064,761957.43,92.0,8282.14597826087,23098.28,PREMIUM,Nabeul,8.872093023255815,763.0,8.0,730201.015,174.0,4196.557557471265,2.0,5.0,5.500108095359772,-1.9282815116327934,0.9583,0.009711,1,PREMIUM,Nabeul
CNHT050065,48589.224,11.0,4417.202181818182,7568.98,CHALLENGERD,Nabeul,72.1,721.0,8.0,48589.224,22.0,2208.601090909091,3.0,3.0,1.7976109030259262,-0.0959622446326782,1.0,0.000619,1,CHALLENGERD,Nabeul
CNHT050069,7768.509,3.0,2589.503,3254.553,OUTSIDER,Nabeul,75.5,151.0,484.0,7768.509,6.0,1294.7515,0.0,2.0,0.0,0.0,1.0,9.9e-05,1,OUTSIDER,Nabeul
CNHT050072,353555.266,38.0,9304.085947368421,32128.351,CHALLENGERD,Nabeul,21.161290322580644,656.0,105.0,417555.329,170.0,2456.207817647059,5.0,6.0,25.568138829085527,-44.680278165004566,1.181,0.004506,1,CHALLENGERD,Nabeul
CNHT050073,2401.004,1.0,2401.004,2401.004,CHALLENGERD,Nabeul,0.0,0.0,447.0,2401.0040000000004,2.0,1200.5020000000002,0.0,1.0,0.0,0.0,1.0,3.1e-05,1,CHALLENGERD,Nabeul
CNHT050074,70846.397,13.0,5449.722846153846,20366.295,CHALLENGERD,Nabeul,60.666666666666664,728.0,13.0,75590.77,38.0,1989.2307894736844,8.0,3.0,20.833547551991906,-12.26800473126547,1.067,0.000903,0,CHALLENGERD,Nabeul
CNHT050076,29450.429,6.0,4908.404833333333,7136.307,CHALLENGERC,Nabeul,89.0,356.0,336.0,36196.56,13.0,2784.350769230769,0.0,2.0,9.127628907194662,-53.972372457493194,1.2291,0.000375,1,CHALLENGERC,Nabeul
CNHT050079,16266.386999999999,4.0,4066.5967499999997,4613.267,PREMIUM,Nabeul,218.0,654.0,110.0,16266.387,8.0,2033.298375,0.0,2.0,1.5,-61.58105546117893,1.0,0.000207,1,PREMIUM,Nabeul
CNHT050080,145819.43899999998,23.0,6339.975608695651,16148.845,CHALLENGERB,Nabeul,34.888888888888886,628.0,96.0,163674.981,49.0,3340.3057346938776,5.0,3.0,24.010201913319417,-48.13565411686225,1.1224,0.001858,1,CHALLENGERB,Nabeul
CNHT050081,111614.04400000001,12.0,9301.170333333333,12199.2,EXPORTINDIRECT,Nabeul,70.1,701.0,5.0,82965.6,15.0,5531.04,0.0,3.0,0.0,0.0,0.7433,0.001423,1,EXPORTINDIRECT,Nabeul
CNHT050084,24362.294,6.0,4060.3823333333335,6568.16,CHALLENGERD,Nabeul,153.75,615.0,146.0,29710.467,13.0,2285.4205384615384,0.0,4.0,24.889340890044245,-21.42354864364805,1.2195,0.000311,1,CHALLENGERD,Nabeul
CNHT050085,121231.42,27.0,4490.052592592592,9845.257,OUTSIDER,Nabeul,32.8,656.0,36.0,103900.866,66.0,1574.2555454545454,1.0,5.0,25.310233052134304,-36.98915153411715,0.857,0.001545,1,OUTSIDER,Nabeul
CNHT050086,1709.673,1.0,1709.673,1709.673,CHALLENGERC,Ben Arous,0.0,0.0,650.0,3401.6730000000002,3.0,1133.891,0.0,2.0,28.75567576825293,-30.658459234617787,1.9897,2.2e-05,1,CHALLENGERC,Ben Arous
CNHT050087,60184.33,10.0,6018.433,13923.173,CHALLENGERD,Nabeul,46.25,370.0,281.0,51536.174,16.0,3221.010875,0.0,4.0,27.979624282681137,-28.861337533515783,0.8563,0.000767,1,CHALLENGERD,Nabeul
CNHT050088,33287.104,9.0,3698.567111111111,7292.505,OUTSIDER,Nabeul,70.875,567.0,68.0,30131.028000000002,14.0,2152.2162857142857,0.0,2.0,1.7728105208558367,-63.05592882526278,0.9052,0.000424,1,OUTSIDER,Nabeul
CNHT050089,206592.491,31.0,6664.273903225807,18404.448,CHALLENGERD,Nabeul,22.678571428571427,635.0,0.0,202001.888,62.0,3258.0949677419358,0.0,4.0,12.026765156303247,-56.000148379801296,0.9778,0.002633,1,CHALLENGERD,Nabeul
CNHT050090,24674.211000000003,5.0,4934.842200000001,7985.868,CHALLENGERD,Nabeul,97.75,391.0,162.0,27119.36,13.0,2086.1046153846155,1.0,3.0,23.32101675496176,-56.69748998501439,1.0991,0.000314,1,CHALLENGERD,Nabeul
CNHT050091,4841.287,1.0,4841.287,4841.287,CHALLENGERD,Nabeul,0.0,0.0,518.0,4841.286999999999,2.0,2420.6434999999997,0.0,1.0,0.0,0.0,1.0,6.2e-05,1,CHALLENGERD,Nabeul
CNHT050092,19102.935,4.0,4775.73375,10830.806,CHALLENGERD,Nabeul,50.0,150.0,336.0,21373.338,5.0,4274.6676,0.0,2.0,13.19090595827292,-52.877674371686815,1.1189,0.000243,1,CHALLENGERD,Nabeul
CNHT050093,32064.61,11.0,2914.9645454545457,5016.15,CHALLENGERA,Nabeul,32.4,324.0,12.0,25812.122,16.0,1613.257625,3.0,2.0,18.7407268735767,-12.83659468214198,0.805,0.000409,1,CHALLENGERA,Nabeul
CNHT050094,5621.612,2.0,2810.806,3891.196,CHALLENGERD,Nabeul,1.0,1.0,335.0,5621.612,4.0,1405.403,0.0,2.0,0.0,0.0,1.0,7.2e-05,1,CHALLENGERD,Nabeul
CNHT050095,32562.242,7.0,4651.748857142857,17453.1,CHALLENGERB,Nabeul,43.4,217.0,91.0,27002.038,4.0,6750.5095,0.0,1.0,0.0,0.0,0.8292,0.000415,1,CHALLENGERB,Nabeul
CNHT050097,102470.581,14.0,7319.327214285715,19856.619,PREMIUM,Nabeul,20.363636363636363,224.0,13.0,87764.42,22.0,3989.291818181818,0.0,2.0,21.57267172348516,-58.17444933835375,0.8565,0.001306,1,PREMIUM,Nabeul
CNHT050098,10185.175,1.0,10185.175,10185.175,CHALLENGERD,Nabeul,0.0,0.0,190.0,20268.498,3.0,6756.166,0.0,2.0,30.64129385141706,-32.66331698579737,1.99,0.00013,1,CHALLENGERD,Nabeul
CNHT050099,14951.251,4.0,3737.81275,7107.111,CHALLENGERD,Nabeul,15.666666666666666,47.0,84.0,7107.111000000001,4.0,1776.7777500000002,0.0,1.0,5.80409338312195,-39.06999890672876,0.4754,0.000191,1,CHALLENGERD,Nabeul
CNHT050100,1251.832,1.0,1251.832,1251.832,OUTSIDER,Nabeul,0.0,0.0,131.0,1251.832,1.0,1251.832,0.0,1.0,0.0,0.0,1.0,1.6e-05,1,OUTSIDER,Nabeul
CNHT050101,5132.661,2.0,2566.3305,4484.174,CHALLENGERD,Nabeul,8.0,8.0,68.0,5132.661,3.0,1710.887,0.0,1.0,0.4714045207910317,-2.8736548156989126,1.0,6.5e-05,1,CHALLENGERD,Nabeul
CNHT060001,12815.64,4.0,3203.91,3282.48,EXPORTINDIRECT,Zaghouan,114.66666666666667,344.0,96.0,6407.82,4.0,1601.955,0.0,1.0,0.0,0.0,0.5,0.000163,1,EXPORTINDIRECT,Zaghouan
CNHT060002,18838.199,4.0,4709.54975,8426.775,CHALLENGERC,Zaghouan,141.5,283.0,458.0,18838.199,8.0,2354.774875,0.0,3.0,26.846787517317598,-27.734076383841153,1.0,0.00024,1,CHALLENGERC,Zaghouan
CNHT060003,3661.959,1.0,3661.959,3661.959,CHALLENGERC,Zaghouan,0.0,0.0,458.0,3661.959,3.0,1220.653,0.0,1.0,0.0,0.0,1.0,4.7e-05,1,CHALLENGERC,Zaghouan
CNHT060004,6606.407,1.0,6606.407,6606.407,CHALLENGERC,Zaghouan,0.0,0.0,138.0,6606.407,2.0,3303.2035,0.0,1.0,0.0,0.0,1.0,8.4e-05,1,CHALLENGERC,Zaghouan
CNHT070001,69135.683,18.0,3840.8712777777782,9674.203,CHALLENGERB,Bizerte,38.8235294117647,660.0,55.0,68541.397,29.0,2363.496448275862,0.0,3.0,14.499743734666035,-57.58177593024548,0.9914,0.000881,1,CHALLENGERB,Bizerte
CNHT070004,84838.991,21.0,4039.951952380952,13627.717,CHALLENGERD,Bizerte,42.411764705882355,721.0,10.0,81206.249,40.0,2030.156225,0.0,4.0,21.65835577785165,-54.68113561063509,0.9572,0.001081,1,CHALLENGERD,Bizerte
CNHT070006,98191.862,19.0,5167.992736842105,12350.006,PREMIUM,Bizerte,41.5,747.0,5.0,97111.754,33.0,2942.7804242424245,0.0,2.0,0.0,0.0,0.989,0.001251,1,PREMIUM,Bizerte
CNHT070008,3176.1710000000003,2.0,1588.0855000000001,1817.242,CHALLENGERC,Bizerte,188.0,188.0,363.0,3176.171,3.0,1058.7236666666665,0.0,1.0,0.0,0.0,1.0,4e-05,1,CHALLENGERC,Bizerte
CNHT070009,10750.329,7.0,1535.7612857142856,2466.152,OUTSIDER,Bizerte,93.16666666666667,559.0,125.0,10750.329,13.0,826.9483846153846,0.0,2.0,7.561190225958879,-58.82585295761647,1.0,0.000137,1,OUTSIDER,Bizerte
CNHT070010,10974.834,2.0,5487.417,5488.417,CHALLENGERA,Bizerte,1.0,1.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014,1,CHALLENGERA,Bizerte
CNHT070013,2000.203,3.0,666.7343333333333,995.5,OUTSIDER,Bizerte,462.0,462.0,246.0,2000.203,3.0,666.7343333333333,0.0,1.0,0.0,0.0,1.0,2.5e-05,1,OUTSIDER,Bizerte
CNHT070014,13402.425,4.0,3350.60625,5712.293,CHALLENGERC,Bizerte,64.0,192.0,516.0,13402.425000000001,8.0,1675.3031250000001,0.0,1.0,19.447043477094404,-52.35619740457418,1.0,0.000171,1,CHALLENGERC,Bizerte
CNHT070015,14415.547,4.0,3603.88675,4293.437,CHALLENGERD,Bizerte,96.33333333333333,289.0,363.0,14415.547,7.0,2059.3638571428573,0.0,1.0,0.0,0.0,1.0,0.000184,1,CHALLENGERD,Bizerte
CNHT070016,199637.63700000002,46.0,4339.948630434783,16343.947,CHALLENGERB,Bizerte,20.026315789473685,761.0,5.0,194877.206,46.0,4236.461,0.0,1.0,0.0,0.0,0.9762,0.002544,1,CHALLENGERB,Bizerte
CNHT070018,7821.232,3.0,2607.077333333333,3773.26,OUTSIDER,Bizerte,210.0,210.0,493.0,7821.232,6.0,1303.5386666666666,0.0,1.0,0.0,0.0,1.0,0.0001,1,OUTSIDER,Bizerte
CNHT070020,16848.156,16.0,1053.00975,2093.392,OUTSIDER,Bizerte,146.6,733.0,33.0,21273.926,26.0,818.227923076923,0.0,4.0,25.81021425256508,-47.74793035380494,1.2627,0.000215,1,OUTSIDER,Bizerte
CNHT070021,44951.133,12.0,3745.9277500000003,6525.666,CHALLENGERC,Bizerte,45.45454545454545,500.0,208.0,54063.048,29.0,1864.2430344827587,0.0,4.0,29.537255541480345,-45.73407538916414,1.2027,0.000573,1,CHALLENGERC,Bizerte
CNHT070022,215541.93600000002,35.0,6158.341028571429,14514.902,CHALLENGERB,Bizerte,23.161290322580644,718.0,48.0,210117.752,70.0,3001.6821714285716,0.0,3.0,12.565623659778439,-58.28928139779452,0.9748,0.002747,1,CHALLENGERB,Bizerte
CNHT070024,95478.287,11.0,8679.844272727272,13717.548,CHALLENGERA,Bizerte,64.8,648.0,118.0,95217.465,22.0,4328.06659090909,0.0,3.0,18.12063569570695,-38.40704293062202,0.9973,0.001217,1,CHALLENGERA,Bizerte
CNHT070025,5953.033,2.0,2976.5165,4241.889,CHALLENGERD,Bizerte,141.0,141.0,586.0,5953.033,5.0,1190.6066,0.0,2.0,24.824181758922087,-49.931160132994385,1.0,7.6e-05,1,CHALLENGERD,Bizerte
CNHT070026,30006.068,8.0,3750.7585,7609.292,CHALLENGERD,Bizerte,99.28571428571429,695.0,50.0,29470.865,12.0,2455.905416666667,0.0,5.0,1.299038105676658,-0.9676290804494541,0.9822,0.000382,1,CHALLENGERD,Bizerte
CNHT070027,76617.991,17.0,4506.940647058823,14728.939,CHALLENGERC,Bizerte,39.5,632.0,76.0,76617.991,33.0,2321.757303030303,2.0,4.0,1.7968444945907385,-1.1638581335289773,1.0,0.000977,1,CHALLENGERC,Bizerte
CNHT070030,158418.259,21.0,7543.726619047618,19186.381,CHALLENGERA,Bizerte,32.0,576.0,151.0,138624.038,32.0,4332.0011875,0.0,3.0,18.064878736100056,-61.67106932781744,0.8751,0.002019,1,CHALLENGERA,Bizerte
CNHT070031,201908.742,37.0,5456.993027027027,17244.152,CHALLENGERB,Bizerte,21.96875,703.0,33.0,188689.144,55.0,3430.711709090909,0.0,3.0,12.441944521298685,-60.16368918394159,0.9345,0.002573,1,CHALLENGERB,Bizerte
CNHT070032,12884.364,8.0,1610.5455,5288.432,CHALLENGERD,Bizerte,93.33333333333333,560.0,164.0,14118.635999999999,16.0,882.4147499999999,0.0,3.0,23.092206477510977,-26.39335903269976,1.0958,0.000164,1,CHALLENGERD,Bizerte
CNHT070033,12021.717,3.0,4007.239,6074.847,OUTSIDER,Bizerte,358.5,717.0,10.0,12021.717,6.0,2003.6195,0.0,2.0,1.8856180831641267,-0.8435111224128798,1.0,0.000153,1,OUTSIDER,Bizerte
CNHT070035,5140.341,2.0,2570.1705,2623.714,OUTSIDER,Bizerte,311.0,311.0,434.0,5140.341,2.0,2570.1705,0.0,1.0,0.0,0.0,1.0,6.6e-05,1,OUTSIDER,Bizerte
CNHT070036,7834.704,3.0,2611.5679999999998,3288.777,CHALLENGERD,Bizerte,219.0,438.0,246.0,7834.704,3.0,2611.5679999999998,0.0,1.0,11.045361017187261,-45.20793982772035,1.0,0.0001,1,CHALLENGERD,Bizerte
CNHT070037,4498.584,1.0,4498.584,4498.584,OUTSIDER,Bizerte,0.0,0.0,703.0,4498.584,2.0,2249.292,0.0,1.0,0.0,-60.0,1.0,5.7e-05,1,OUTSIDER,Bizerte
CNHT070039,88949.266,16.0,5559.329125,15880.932,CHALLENGERD,Bizerte,67.45454545454545,742.0,10.0,96981.024,34.0,2852.3830588235296,0.0,5.0,20.568562029092764,-47.13183106831291,1.0903,0.001134,1,CHALLENGERD,Bizerte
CNHT070040,27694.484,8.0,3461.8105,5594.89,OUTSIDER,Bizerte,104.85714285714286,734.0,5.0,24622.769,14.0,1758.7692142857143,0.0,3.0,21.624815676930623,-54.157108000322786,0.8891,0.000353,1,OUTSIDER,Bizerte
CNHT070041,25638.732,4.0,6409.683,11156.651,CHALLENGERD,Bizerte,66.33333333333333,199.0,434.0,25638.732,8.0,3204.8415,0.0,2.0,26.846787517317598,-26.97919546099238,1.0,0.000327,1,CHALLENGERD,Bizerte
CNHT070042,5123.134,1.0,5123.134,5123.134,CHALLENGERD,Bizerte,0.0,0.0,603.0,5123.134,2.0,2561.567,0.0,1.0,0.0,-61.000000000000014,1.0,6.5e-05,1,CHALLENGERD,Bizerte
CNHT070043,131103.857,18.0,7283.54761111111,18373.158,CHALLENGERA,Bizerte,18.4375,295.0,5.0,18373.158,5.0,3674.6315999999997,0.0,2.0,21.19811312357777,-50.98499909487525,0.1401,0.001671,1,CHALLENGERA,Bizerte
CNHT070044,4304.488,3.0,1434.8293333333334,3191.523,CHALLENGERA,Bizerte,77.0,154.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5e-05,1,CHALLENGERA,Bizerte
CNHT070046,129906.657,22.0,5904.848045454546,22955.211,CHALLENGERA,Bizerte,15.722222222222221,283.0,10.0,149472.25,34.0,4396.242647058823,2.0,2.0,27.304590409662737,-49.0539538074793,1.1506,0.001656,1,CHALLENGERA,Bizerte
CNHT070048,1710.7630000000001,3.0,570.2543333333334,708.451,CHALLENGERD,Bizerte,81.0,162.0,20.0,490.069,1.0,490.069,0.0,1.0,0.0,0.0,0.2865,2.2e-05,1,CHALLENGERD,Bizerte
CNHT070050,8198.322,4.0,2049.5805,2535.131,CHALLENGERD,Bizerte,23.333333333333332,70.0,33.0,8196.685,7.0,1170.955,0.0,3.0,0.0,0.0,0.9998,0.000104,1,CHALLENGERD,Bizerte
CNHT070051,626.6469999999999,2.0,313.32349999999997,360.818,OUTSIDER,Bizerte,45.0,45.0,5.0,360.0,1.0,360.0,0.0,1.0,0.0,0.0,0.5745,8e-06,1,OUTSIDER,Bizerte
CNHT080003,0.0,0.0,0.0,0.0,INCONNU,INCONNU,0.0,0.0,0.0,4433.956,1.0,4433.956,0.0,1.0,0.0,0.0,0.0,0.0,1,INCONNU,INCONNU
CNHT080004,4393.879,1.0,4393.879,4393.879,CHALLENGERB,Béja,0.0,0.0,736.0,4393.879,10.0,439.3879,0.0,1.0,6.305553108173779,-51.53089058665475,1.0,5.6e-05,1,CHALLENGERB,Béja
CNHT080005,30932.983,9.0,3436.998111111111,5623.725,CHALLENGERD,Béja,46.625,373.0,22.0,42700.405999999995,23.0,1856.5393913043476,1.0,4.0,28.037983957899694,-44.11197820929385,1.3804,0.000394,1,CHALLENGERD,Béja
CNHT080006,36755.099,9.0,4083.899888888889,7407.954,CHALLENGERD,Béja,89.25,714.0,22.0,36755.099,10.0,3675.5099,0.0,1.0,0.0,0.0,1.0,0.000468,1,CHALLENGERD,Béja
CNHT080009,11357.280999999999,3.0,3785.760333333333,4959.701,OUTSIDER,Béja,223.5,447.0,190.0,11357.281,6.0,1892.8801666666668,0.0,2.0,0.0,0.0,1.0,0.000145,1,OUTSIDER,Béja
CNHT080011,24339.431,5.0,4867.8862,7045.289,CHALLENGERC,Béja,145.5,582.0,154.0,24339.431,9.0,2704.3812222222223,0.0,2.0,0.0,0.0,1.0,0.00031,1,CHALLENGERC,Béja
CNHT080012,94458.826,18.0,5247.712555555556,13709.105,CHALLENGERB,Béja,59.916666666666664,719.0,17.0,96925.471,30.0,3230.8490333333334,0.0,5.0,18.338817361602743,-14.216277834749956,1.0261,0.001204,1,CHALLENGERB,Béja
CNHT080013,22610.934,7.0,3230.133428571429,5220.232,OUTSIDER,Béja,137.5,550.0,87.0,22610.934,14.0,1615.0667142857144,0.0,2.0,0.0,0.0,1.0,0.000288,1,OUTSIDER,Béja
CNHT080014,1022.514,1.0,1022.514,1022.514,OUTSIDER,Béja,0.0,0.0,430.0,1022.514,2.0,511.257,0.0,1.0,0.0,0.0,1.0,1.3e-05,1,OUTSIDER,Béja
CNHT080015,40823.898,14.0,2915.9927142857146,5652.149,CHALLENGERB,Béja,33.875,271.0,5.0,36816.466,14.0,2629.7475714285715,0.0,1.0,0.0,0.0,0.9018,0.00052,1,CHALLENGERB,Béja
CNHT080016,9506.725,1.0,9506.725,9506.725,CHALLENGERD,Béja,0.0,0.0,185.0,9506.724999999999,2.0,4753.362499999999,0.0,1.0,0.0,0.0,1.0,0.000121,1,CHALLENGERD,Béja
